target_name,ensg_id,annotations_grade_3,annotations_grade_2,annotations_grade_1
PSME4,ENSG00000068878,nucleoplasm,cytoplasmic;big_aggregates,
PSMF1,ENSG00000125818,nucleoplasm;cytoplasmic,,
PSMG1,ENSG00000183527,cytoplasmic;nucleoplasm,,
PSMG2,ENSG00000128789,nucleoplasm;cytoplasmic,,
PSMG3,ENSG00000157778,nucleoplasm;cytoplasmic,,
PSMG4,ENSG00000180822,nucleoplasm;cytoplasmic,big_aggregates,
PSPC1,ENSG00000121390,nuclear_punctae,,nucleoplasm
PTDSS1,ENSG00000156471,er,,
PTDSS2,ENSG00000174915,er,,
PTGES3,ENSG00000110958,nucleoplasm;cytoplasmic,,
PTK2,ENSG00000169398,focal_adhesions;cytoplasmic,,
PTK7,ENSG00000112655,membrane;vesicles,,
PTMA,ENSG00000187514,nucleoplasm,,
PXN,ENSG00000089159,focal_adhesions,,
RAB10,ENSG00000084733,er,golgi,vesicles
RAB11A,ENSG00000103769,vesicles;golgi,,
RAB11B,ENSG00000185236,golgi;vesicles,cytoplasmic,
RAB13,ENSG00000143545,membrane;cytoplasmic,er,
RAB14,ENSG00000119396,vesicles,cytoplasmic,
RAB18,ENSG00000099246,vesicles,,er
RAB1A,ENSG00000138069,golgi,,cytoplasmic;vesicles
RAB1B,ENSG00000174903,golgi,,cytoplasmic;vesicles
RAB23,ENSG00000112210,membrane;cytoplasmic;cell_contact,,
RAB24,ENSG00000169228,mitochondria,,cytoplasmic;er
RAB29,ENSG00000117280,vesicles,er,
RAB2A,ENSG00000104388,golgi;vesicles,,er
RAB2B,ENSG00000129472,golgi;vesicles,,er;cytoplasmic
RAB35,ENSG00000111737,membrane;vesicles,cytoplasmic;cell_contact,
RAB3D,ENSG00000105514,er;vesicles,,
RAB3GAP2,ENSG00000118873,golgi;cytoplasmic,vesicles,
RAB4A,ENSG00000168118,vesicles;cytoplasmic,golgi,nucleoplasm
RAB5A,ENSG00000144566,cytoplasmic;vesicles,,
RAB5B,ENSG00000111540,cytoplasmic;vesicles,,
RAB6B,ENSG00000154917,golgi,vesicles,er
RAB7A,ENSG00000075785,vesicles,,
RAB8B,ENSG00000166128,er,membrane,vesicles
RAB9A,ENSG00000123595,vesicles,,er;cytoplasmic
RABAC1,ENSG00000105404,vesicles;golgi,,cytoplasmic
RABEP1,ENSG00000029725,vesicles;cytoplasmic,,
RABEPK,ENSG00000136933,cytoplasmic;nucleoplasm,,vesicles
RABGAP1,ENSG00000011454,vesicles;cytoplasmic,golgi,
RABGAP1L,ENSG00000152061,cytoplasmic,golgi;centrosome;vesicles,nucleoplasm
RABGGTA,ENSG00000100949,cytoplasmic,big_aggregates,
RABGGTB,ENSG00000137955,cytoplasmic;nucleoplasm,,
RABIF,ENSG00000183155,cytoplasmic;nucleoplasm,,
RABL3,ENSG00000144840,vesicles,,er
RAC1,ENSG00000136238,membrane,cytoplasmic;nucleoplasm,nuclear_punctae
RAC3,ENSG00000169750,cytoplasmic,cell_contact;membrane,golgi;vesicles
RACK1,ENSG00000204628,cytoplasmic,,
RAD17,ENSG00000152942,nucleoplasm,,nuclear_punctae
RAD21,ENSG00000164754,chromatin,,nucleoplasm
RAF1,ENSG00000132155,cytoplasmic,,
RALBP1,ENSG00000017797,membrane;cytoplasmic,,cell_contact
RAN,ENSG00000132341,nuclear_membrane;nuclear_punctae;big_aggregates,nucleoplasm;cytoplasmic,
RANBP1,ENSG00000099901,cytoplasmic,,
RANBP10,ENSG00000141084,nucleoplasm;cytoplasmic,,
RANBP2,ENSG00000153201,nuclear_membrane;big_aggregates,,
RANBP9,ENSG00000010017,nucleoplasm,cytoplasmic,
RANGRF,ENSG00000108961,nucleoplasm;cytoplasmic,,
RBBP4,ENSG00000162521,nucleoplasm,chromatin,
RBIS,ENSG00000176731,vesicles;nucleolus_gc,,
RBM10,ENSG00000182872,chromatin,,
RBM12,ENSG00000244462,nucleoplasm,chromatin;nucleolus_fc_dfc,
RBM12B,ENSG00000183808,chromatin;nuclear_punctae,nucleolus_fc_dfc,
RBM14,ENSG00000239306,nucleoplasm,nucleolus_fc_dfc;nuclear_punctae,
RBM15,ENSG00000162775,nucleoplasm;chromatin,,
RBM15B,ENSG00000259956,nucleoplasm,chromatin,
RBM17,ENSG00000134453,chromatin,nucleoplasm,
RBM19,ENSG00000122965,nucleolus_gc,,
RBM22,ENSG00000086589,chromatin,,
RBM25,ENSG00000119707,chromatin,,
RBM28,ENSG00000106344,nucleolus_gc,,
RBM3,ENSG00000102317,nucleoplasm;cytoplasmic,nuclear_punctae,
RBM33,ENSG00000184863,chromatin,nucleoplasm,
RBM34,ENSG00000188739,nucleolus_gc,,
RBM38,ENSG00000132819,cytoplasmic,nucleoplasm,
RBM39,ENSG00000131051,chromatin,,
RBM4,ENSG00000173933,nucleoplasm,chromatin,cytoplasmic
RBM41,ENSG00000089682,nucleoplasm,nuclear_punctae;big_aggregates,cytoplasmic
RBM42,ENSG00000126254,chromatin,,
RBM5,ENSG00000003756,chromatin,,
RBM6,ENSG00000004534,nucleolus_fc_dfc;nucleoplasm,nuclear_punctae,
RBM7,ENSG00000076053,nucleoplasm,,nucleolus_fc_dfc
RBM8A,ENSG00000265241,chromatin,,
RBMX,ENSG00000147274,nucleoplasm,,nuclear_punctae;chromatin
RBSN,ENSG00000131381,big_aggregates,,cytoplasmic
REEP2,ENSG00000132563,er,nuclear_punctae,
REEP3,ENSG00000165476,er,,
REEP4,ENSG00000168476,er,vesicles,
REEP5,ENSG00000129625,er,,
REEP6,ENSG00000115255,er,,
RELA,ENSG00000173039,cytoplasmic,,nucleoplasm
RER1,ENSG00000157916,golgi;vesicles,,
RHEB,ENSG00000106615,cytoplasmic;nucleoplasm,,
RHOA,ENSG00000067560,cytoplasmic,,vesicles;nucleoplasm
RHOB,ENSG00000143878,vesicles;membrane,,
RHOC,ENSG00000155366,cytoplasmic,nucleoplasm,
RHOG,ENSG00000177105,membrane,er,
RICTOR,ENSG00000164327,cytoplasmic,vesicles;membrane,
RING1,ENSG00000204227,chromatin;nuclear_punctae,nucleoplasm,
RIOK1,ENSG00000124784,cytoplasmic,nucleoplasm,
RIOK2,ENSG00000058729,cytoplasmic,,
RIOK3,ENSG00000101782,cytoplasmic,,
RNASEH2A,ENSG00000104889,nucleoplasm,chromatin,cytoplasmic
RND3,ENSG00000115963,cytoplasmic,membrane,
RNF40,ENSG00000103549,nucleoplasm,nuclear_punctae,
ROCK1,ENSG00000067900,cytoplasmic;membrane,cell_contact,
RPAP2,ENSG00000122484,cytoplasmic,,
RPL10A,ENSG00000198755,cytoplasmic,nucleolus_gc,
RPL11,ENSG00000142676,nucleolus_gc;cytoplasmic,,
RPL13,ENSG00000167526,cytoplasmic,nucleolus_gc,
RPL19,ENSG00000108298,cytoplasmic,nucleolus_gc,
RPL27,ENSG00000131469,cytoplasmic,nucleolus_gc,
RPL35,ENSG00000136942,cytoplasmic,nucleolus_gc,
RPL4,ENSG00000174444,cytoplasmic,nucleolus_gc,
RPL5,ENSG00000122406,nucleolus_gc;cytoplasmic,,
RPN1,ENSG00000163902,er,,
RPN2,ENSG00000118705,er,,
RPP30,ENSG00000148688,nucleolus_gc,,nucleoplasm;nuclear_punctae
RPS11,ENSG00000142534,cytoplasmic,,nucleolus_gc
RPS14,ENSG00000164587,cytoplasmic,,nucleolus_gc
RPS16,ENSG00000105193,cytoplasmic,,
RPS18,ENSG00000231500,cytoplasmic,,
RPS6KA1,ENSG00000117676,cytoplasmic,nucleoplasm,
RPS6KA3,ENSG00000177189,cytoplasmic;nucleoplasm,,
RPS6KA4,ENSG00000162302,nucleoplasm,,
RPS6KB1,ENSG00000108443,cytoplasmic;nucleoplasm,,
RRP1,ENSG00000160214,nucleolus_gc,,nucleoplasm
RRP36,ENSG00000124541,nucleolus_gc,nucleoplasm,cytoplasmic
RSL1D1,ENSG00000171490,nucleolus_gc,,
RTCB,ENSG00000100220,cytoplasmic;nucleoplasm,,
RTN4,ENSG00000115310,er,membrane,
RUVBL1,ENSG00000175792,cytoplasmic;nucleoplasm,,
RUVBL2,ENSG00000183207,cytoplasmic;nucleoplasm,,
S100A10,ENSG00000197747,cytoplasmic,membrane,vesicles
SACM1L,ENSG00000211456,er;golgi,,
SAE1,ENSG00000142230,nucleoplasm,,
SAR1A,ENSG00000079332,golgi,mitochondria,er
SAR1B,ENSG00000152700,golgi,er,
SARS1,ENSG00000031698,cytoplasmic,,
SBDS,ENSG00000126524,nucleoplasm;cytoplasmic,,
SC5D,ENSG00000109929,vesicles,,er
SCAMP1,ENSG00000085365,golgi;vesicles,,membrane
SCAMP2,ENSG00000140497,golgi;vesicles,,membrane
SCAMP4,ENSG00000227500,vesicles;membrane,golgi,
SCD,ENSG00000099194,vesicles,er,
SCD5,ENSG00000145284,er,,vesicles
SCFD1,ENSG00000092108,er;golgi,,
SCYL1,ENSG00000142186,cytoplasmic,nucleoplasm,golgi
SCYL2,ENSG00000136021,vesicles,,golgi
SEC13,ENSG00000157020,vesicles;golgi,nuclear_membrane,
SEC14L1,ENSG00000129657,cell_contact;membrane,,cytoplasmic;nucleoplasm
SEC16A,ENSG00000148396,vesicles,,
SEC22B,ENSG00000265808,vesicles,er,
SEC23A,ENSG00000100934,vesicles,golgi,
SEC23B,ENSG00000101310,vesicles,golgi,cytoplasmic
SEC24C,ENSG00000176986,vesicles,golgi,
SEC24D,ENSG00000150961,vesicles,,
SEC31A,ENSG00000138674,vesicles,golgi,cytoplasmic
SEC61B,ENSG00000106803,er,,
SEM1,ENSG00000127922,nucleoplasm;nuclear_punctae,cytoplasmic,
SEPTIN11,ENSG00000138758,cytoskeleton,membrane;cytoplasmic,
SEPTIN2,ENSG00000168385,cytoskeleton,membrane,cytoplasmic
SEPTIN5,ENSG00000184702,membrane,cytoskeleton,
SEPTIN7,ENSG00000122545,membrane,cytoskeleton;cytoplasmic,
SEPTIN8,ENSG00000164402,cytoskeleton;cytoplasmic,membrane,
SEPTIN9,ENSG00000184640,membrane;cytoskeleton,,
SF3A1,ENSG00000099995,chromatin,,
SF3A2,ENSG00000104897,chromatin;nuclear_punctae,,
SF3A3,ENSG00000183431,chromatin,,
SF3B1,ENSG00000115524,chromatin,,
SF3B2,ENSG00000087365,chromatin,,
SF3B3,ENSG00000189091,chromatin,,
SF3B4,ENSG00000143368,nucleoplasm;chromatin,cytoplasmic,
SF3B5,ENSG00000169976,chromatin,,
SF3B6,ENSG00000115128,chromatin,,
SFPQ,ENSG00000116560,nuclear_punctae,chromatin;nucleoplasm,
SGPL1,ENSG00000166224,er,,vesicles
SH3GL1,ENSG00000141985,membrane;cytoplasmic,,cell_contact
SH3GLB1,ENSG00000097033,cytoplasmic,vesicles,golgi
SH3GLB2,ENSG00000148341,cytoplasmic,vesicles,
SLC11A2,ENSG00000110911,vesicles,,
SLC15A4,ENSG00000139370,vesicles,,
SLC16A1,ENSG00000155380,membrane;vesicles,,
SLC16A10,ENSG00000112394,vesicles;membrane,,
SLC16A2,ENSG00000147100,membrane;vesicles,,
SLC18B1,ENSG00000146409,vesicles,,
SLC19A1,ENSG00000173638,membrane;vesicles,,
SLC1A3,ENSG00000079215,membrane;vesicles,,
SLC1A5,ENSG00000105281,membrane;vesicles,,
SLC23A2,ENSG00000089057,membrane;vesicles,,
SLC25A17,ENSG00000100372,vesicles,,
SLC26A6,ENSG00000225697,membrane;vesicles,,
SLC27A4,ENSG00000167114,er,,
SLC2A1,ENSG00000117394,vesicles,,
SLC2A8,ENSG00000136856,vesicles,,
SLC30A5,ENSG00000145740,golgi,,
SLC31A1,ENSG00000136868,vesicles,,
SLC33A1,ENSG00000169359,er;vesicles,,
SLC35B1,ENSG00000121073,golgi;vesicles,,er
SLC35B4,ENSG00000205060,vesicles;golgi,,
SLC35E1,ENSG00000127526,golgi,,
SLC35F2,ENSG00000110660,vesicles,golgi,
SLC37A3,ENSG00000157800,vesicles,,
SLC37A4,ENSG00000137700,golgi,,
SLC44A2,ENSG00000129353,membrane,vesicles,
SLC46A1,ENSG00000076351,membrane;vesicles,,
SLC4A2,ENSG00000164889,membrane,,
SLC5A6,ENSG00000138074,membrane;vesicles,,
SLC6A15,ENSG00000072041,vesicles,,
SLC7A1,ENSG00000139514,vesicles,,membrane
SLC7A5,ENSG00000103257,membrane;vesicles,,
SLC7A6,ENSG00000103064,membrane;vesicles,,
SLC9A3R1,ENSG00000109062,vesicles,centrosome,golgi
SLC9A3R2,ENSG00000065054,vesicles,golgi,
SLK,ENSG00000065613,cytoplasmic,,membrane;nucleoplasm
SMARCA1,ENSG00000102038,nucleoplasm,chromatin,cytoplasmic
SMARCA2,ENSG00000080503,nucleoplasm;chromatin,,
SMARCA4,ENSG00000127616,nucleoplasm,chromatin,
SMARCA5,ENSG00000153147,chromatin,,
SMARCAD1,ENSG00000163104,nucleoplasm,chromatin,
SMARCAL1,ENSG00000138375,nucleoplasm,,
SMARCB1,ENSG00000099956,nucleoplasm,chromatin,
SMARCC1,ENSG00000173473,nucleoplasm,chromatin,
SMARCC2,ENSG00000139613,nucleoplasm,chromatin,
SMARCD1,ENSG00000066117,nucleoplasm,nuclear_punctae,
SMARCD2,ENSG00000108604,nucleoplasm,chromatin,
SMARCE1,ENSG00000073584,nucleoplasm,chromatin,
SMC1A,ENSG00000072501,nucleoplasm;chromatin,,nuclear_punctae
SMN1,ENSG00000172062,cytoplasmic,nucleoplasm,nuclear_punctae
SNF8,ENSG00000159210,cytoplasmic;nucleoplasm,,
SNRNP40,ENSG00000060688,chromatin,,
SNRPA,ENSG00000077312,chromatin;nuclear_punctae,,
SNRPB,ENSG00000125835,chromatin;nucleoplasm;nuclear_punctae,,
SNRPB2,ENSG00000125870,chromatin,nuclear_punctae,
SNRPC,ENSG00000124562,nuclear_punctae;chromatin,,
SNRPD2,ENSG00000125743,chromatin,,
SNRPF,ENSG00000139343,chromatin,,
SNU13,ENSG00000100138,nucleolus_fc_dfc;nuclear_punctae,,
SNUPN,ENSG00000169371,cytoplasmic;nucleoplasm,big_aggregates,
SNX1,ENSG00000028528,vesicles,cytoplasmic,
SNX11,ENSG00000002919,vesicles,,
SNX12,ENSG00000147164,vesicles,,
SNX17,ENSG00000115234,cytoplasmic,vesicles,nucleoplasm
SNX2,ENSG00000205302,vesicles,,cytoplasmic
SNX27,ENSG00000143376,vesicles,,
SNX3,ENSG00000112335,vesicles,,
SNX4,ENSG00000114520,vesicles,cytoplasmic,
SNX5,ENSG00000089006,vesicles,,cytoplasmic
SNX7,ENSG00000162627,vesicles,cytoplasmic,
SNX8,ENSG00000106266,vesicles,cytoplasmic,
SNX9,ENSG00000130340,cytoplasmic,big_aggregates,membrane
SOS1,ENSG00000115904,cytoplasmic,,nucleoplasm
SPAST,ENSG00000021574,vesicles,,cytoplasmic;nucleoplasm
SPG21,ENSG00000090487,vesicles,,
SPNS1,ENSG00000169682,vesicles,,
SPOUT1,ENSG00000198917,nucleolus_gc,,
SPTLC1,ENSG00000090054,er,,vesicles
SPTLC2,ENSG00000100596,er,,
SQSTM1,ENSG00000161011,vesicles,nuclear_punctae;cytoplasmic,nucleoplasm
SRI,ENSG00000075142,nucleoplasm;cytoplasmic,big_aggregates,
SRP14,ENSG00000140319,nucleolus_gc;nucleoplasm,cytoplasmic,
SRP19,ENSG00000153037,cytoplasmic,er,
SRP54,ENSG00000100883,er,,
SRP68,ENSG00000167881,cytoplasmic,,
SRP72,ENSG00000174780,cytoplasmic,,
SRP9,ENSG00000143742,nucleolus_gc,nucleoplasm,cytoplasmic
SRPK2,ENSG00000135250,cytoplasmic;nucleolus_gc,nucleoplasm,
SRPRA,ENSG00000182934,er,,
SRPRB,ENSG00000144867,er,,
SSB,ENSG00000138385,nucleoplasm,,
SSRP1,ENSG00000149136,chromatin;nucleoplasm,nucleolus_gc;nuclear_punctae,
STAG1,ENSG00000118007,nucleoplasm,chromatin,
STAG2,ENSG00000101972,chromatin,nucleoplasm,
STAM,ENSG00000136738,vesicles,,
STAM2,ENSG00000115145,vesicles,,cytoplasmic
STIM1,ENSG00000167323,er,,
STIM2,ENSG00000109689,er,,vesicles;membrane
STIP1,ENSG00000168439,cytoplasmic;nucleoplasm,,
STK11,ENSG00000118046,centrosome,membrane;cytoplasmic;cell_contact,
STK24,ENSG00000102572,cytoplasmic,nucleoplasm,
STK25,ENSG00000115694,cytoplasmic;nucleoplasm,,golgi
STK26,ENSG00000134602,cytoplasmic,golgi,nucleoplasm
STK32C,ENSG00000165752,nucleoplasm;cytoplasmic,,
STK38L,ENSG00000211455,vesicles;cytoplasmic;nucleoplasm,,
STK4,ENSG00000101109,cytoplasmic,,cytoskeleton;nucleoplasm
STRN3,ENSG00000196792,cytoskeleton;cytoplasmic,,
STT3A,ENSG00000134910,er,,
STT3B,ENSG00000163527,er,,
STX10,ENSG00000104915,vesicles,,membrane;er
STX12,ENSG00000117758,vesicles,,
STX16,ENSG00000124222,golgi;vesicles,,
STX18,ENSG00000168818,er,,
STX2,ENSG00000111450,membrane;vesicles,cytoplasmic,
STX3,ENSG00000166900,membrane;cytoplasmic;vesicles,,
STX5,ENSG00000162236,golgi,er,
STX6,ENSG00000135823,vesicles,,
STX7,ENSG00000079950,vesicles,,
STX8,ENSG00000170310,vesicles,,
SUPT16H,ENSG00000092201,chromatin;nuclear_membrane,,
SUPT5H,ENSG00000196235,nucleoplasm,,nuclear_punctae
SVIL,ENSG00000197321,membrane,vesicles,
SYAP1,ENSG00000169895,golgi;cytoplasmic,vesicles,
SYNE3,ENSG00000176438,nuclear_membrane,,
SYVN1,ENSG00000162298,er,,
TAF1,ENSG00000147133,nucleoplasm,,
TAF12,ENSG00000120656,nucleoplasm,,
TAF1D,ENSG00000166012,nucleolus_fc_dfc,,nucleoplasm
TAOK1,ENSG00000160551,cytoplasmic,,big_aggregates
TAOK2,ENSG00000149930,cytoplasmic,vesicles,
TARDBP,ENSG00000120948,nuclear_punctae;nucleoplasm,,
TATDN3,ENSG00000203705,cytoplasmic;nucleoplasm,,
TBP,ENSG00000112592,nucleoplasm,nuclear_punctae,
TCF25,ENSG00000141002,cytoplasmic,,
TCOF1,ENSG00000070814,nucleolus_fc_dfc,,
TDP1,ENSG00000042088,nucleoplasm,,
TERF1,ENSG00000147601,nuclear_punctae,,
TERF2,ENSG00000132604,nuclear_punctae,nucleoplasm,
TFRC,ENSG00000072274,membrane;vesicles,,
TGFBRAP1,ENSG00000135966,vesicles,,
TIA1,ENSG00000116001,nucleoplasm;cytoplasmic,,
TIAM1,ENSG00000156299,cytoplasmic,,
TJP1,ENSG00000104067,cell_contact,,
TJP2,ENSG00000119139,cell_contact,,cytoplasmic
TLK2,ENSG00000146872,nucleoplasm,,nuclear_punctae
TMA16,ENSG00000198498,nucleolus_gc,,nucleoplasm
TMCO1,ENSG00000143183,er;vesicles,,golgi
TMED10,ENSG00000170348,vesicles;er,golgi,
TMED2,ENSG00000086598,vesicles,er,
TMEM106B,ENSG00000106460,vesicles,,membrane
TMEM147,ENSG00000105677,er,,
TMEM192,ENSG00000170088,vesicles,,
TMEM208,ENSG00000168701,er,,
TMEM63B,ENSG00000137216,vesicles,,
TMEM87A,ENSG00000103978,vesicles;golgi,,
TMPO,ENSG00000120802,nucleoplasm,nuclear_membrane;chromatin,cytoplasmic
TNPO1,ENSG00000083312,nuclear_membrane;nucleoplasm;cytoplasmic,big_aggregates,
TNPO3,ENSG00000064419,big_aggregates;nucleoplasm;cytoplasmic,,
TOLLIP,ENSG00000078902,vesicles;cytoplasmic,nucleoplasm,
TOMM20,ENSG00000173726,mitochondria,,
TOMM70,ENSG00000154174,mitochondria,,
TOP1,ENSG00000198900,chromatin,,nucleoplasm
TOP2A,ENSG00000131747,chromatin;nucleoplasm,nuclear_punctae;nuclear_membrane,
TOR1AIP1,ENSG00000143337,nuclear_membrane,,cytoplasmic
TPR,ENSG00000047410,nuclear_membrane,nucleoplasm,
TPT1,ENSG00000133112,cytoplasmic,,
TRAPPC1,ENSG00000170043,golgi;vesicles;cytoplasmic,nucleoplasm,
TRAPPC11,ENSG00000168538,golgi;vesicles,,cytoplasmic
TRAPPC2,ENSG00000196459,cytoplasmic,golgi,nucleoplasm
TRIM24,ENSG00000122779,chromatin,nucleoplasm,
TRIM28,ENSG00000130726,nucleoplasm,,
TRIM33,ENSG00000197323,nucleoplasm,nuclear_punctae,
TRIR,ENSG00000123144,nucleoplasm,,chromatin
TRMT1L,ENSG00000121486,nucleolus_gc,nucleoplasm,
TRPM7,ENSG00000092439,membrane,,er
TRRAP,ENSG00000196367,nucleoplasm,,
TSG101,ENSG00000074319,cytoplasmic,,nucleoplasm
TSR1,ENSG00000167721,nucleolus_gc;nucleoplasm,,cytoplasmic
TSR2,ENSG00000158526,cytoplasmic;nucleoplasm,,
TTK,ENSG00000112742,centrosome;cytoplasmic;nucleoplasm,,
TUBA1B,ENSG00000123416,cytoplasmic,cytoskeleton,
TUBB4B,ENSG00000188229,cytoplasmic;cytoskeleton,,nucleoplasm
TUBG1,ENSG00000131462,centrosome;cytoplasmic;nucleoplasm,,
U2AF2,ENSG00000063244,nuclear_punctae,chromatin,
U2SURP,ENSG00000163714,chromatin,,nuclear_punctae
UBA1,ENSG00000130985,nucleoplasm,cytoplasmic,
UBA5,ENSG00000081307,cytoplasmic,,
UBA52,ENSG00000221983,nucleoplasm;cytoplasmic,nuclear_punctae,
UBB,ENSG00000170315,cytoplasmic;nucleoplasm,,
UBC,ENSG00000150991,nucleoplasm;cytoplasmic,,
UBE2M,ENSG00000130725,nucleoplasm,cytoplasmic,
UBTF,ENSG00000108312,nucleolus_fc_dfc;nucleoplasm,,nuclear_punctae
UFC1,ENSG00000143222,nucleoplasm;cytoplasmic,er,
UGDH,ENSG00000109814,nucleoplasm;cytoplasmic,,
ULK1,ENSG00000177169,vesicles,er;cytoplasmic,
ULK3,ENSG00000140474,vesicles,cytoplasmic;nucleoplasm,
UPF1,ENSG00000005007,cytoplasmic,,
USP1,ENSG00000162607,nucleoplasm,,
USP10,ENSG00000103194,cytoplasmic,,
USP22,ENSG00000124422,nucleoplasm,,
USP36,ENSG00000055483,nucleolus_gc,,
USP7,ENSG00000187555,nuclear_punctae,,nucleoplasm
UTP14A,ENSG00000156697,nucleolus_gc,,nucleoplasm
UTP4,ENSG00000141076,nucleolus_fc_dfc,,
UTP6,ENSG00000108651,nucleolus_gc,,
UTRN,ENSG00000152818,membrane,,nucleoplasm;cytoplasmic
UVRAG,ENSG00000198382,cytoplasmic;vesicles,,
VAMP2,ENSG00000220205,membrane;vesicles,golgi,
VAMP3,ENSG00000049245,membrane;vesicles,,golgi
VAMP4,ENSG00000117533,vesicles,,
VAMP8,ENSG00000118640,vesicles,membrane,
VAPA,ENSG00000101558,er;golgi;vesicles,,
VAPB,ENSG00000124164,er;golgi,vesicles,
VASP,ENSG00000125753,focal_adhesions,cytoplasmic,cell_contact
VCL,ENSG00000035403,focal_adhesions;cytoplasmic;cell_contact,,
VCP,ENSG00000165280,nucleoplasm;cytoplasmic,chromatin,cytoskeleton;er
VDAC1,ENSG00000213585,mitochondria,,
VDAC2,ENSG00000165637,mitochondria,,
VDAC3,ENSG00000078668,mitochondria,,
VHL,ENSG00000134086,cytoplasmic;nucleoplasm,,
VIM,ENSG00000026025,cytoskeleton,,membrane
VMP1,ENSG00000062716,er,,
VPS16,ENSG00000215305,vesicles,cytoplasmic,
VPS18,ENSG00000104142,vesicles;cytoplasmic,,
VPS25,ENSG00000131475,cytoplasmic;nucleoplasm,,
VPS28,ENSG00000160948,vesicles,cytoplasmic,
VPS29,ENSG00000111237,vesicles,,
VPS33A,ENSG00000139719,cytoplasmic;vesicles,,nucleoplasm
VPS35,ENSG00000069329,vesicles,,
VPS36,ENSG00000136100,cytoplasmic;nucleoplasm,,vesicles
VPS37B,ENSG00000139722,cytoplasmic,vesicles,
VPS39,ENSG00000166887,vesicles,cytoplasmic,
VPS41,ENSG00000006715,cytoplasmic;vesicles,,
VPS4A,ENSG00000132612,vesicles,cytoplasmic,nucleoplasm
VPS8,ENSG00000156931,vesicles,,
VRK2,ENSG00000028116,er,,
VRK3,ENSG00000105053,nucleoplasm,big_aggregates,
VTI1A,ENSG00000151532,vesicles,golgi,
VTI1B,ENSG00000100568,vesicles,,
WAPL,ENSG00000062650,nucleoplasm,chromatin,
WASF1,ENSG00000112290,cytoplasmic,membrane,
WASF2,ENSG00000158195,cytoplasmic,membrane,
WASL,ENSG00000106299,cytoplasmic;membrane,,nucleoplasm
WBP2,ENSG00000132471,vesicles,nucleoplasm;cytoplasmic,
WDR12,ENSG00000138442,nucleolus_gc,,nucleoplasm
WDR3,ENSG00000065183,nucleolus_gc,,nucleoplasm
WDR46,ENSG00000227057,nucleolus_gc,,
WDR75,ENSG00000115368,nucleolus_gc,,
WIPF2,ENSG00000171475,cell_contact;membrane,cytoplasmic,
WNK1,ENSG00000060237,cytoplasmic,,
WWOX,ENSG00000186153,golgi,,
WWP1,ENSG00000123124,cytoplasmic,,vesicles
XPO1,ENSG00000082898,nuclear_membrane,nucleoplasm;nucleolus_gc,
XPO4,ENSG00000132953,nuclear_membrane;nucleoplasm;cytoplasmic,,
XPO5,ENSG00000124571,nucleoplasm,,
XPO6,ENSG00000169180,cytoplasmic;nucleoplasm;nuclear_membrane,,
XPOT,ENSG00000184575,cytoplasmic;nucleoplasm,,
YES1,ENSG00000176105,membrane,,cytoplasmic
YIPF5,ENSG00000145817,golgi;vesicles,er,
YKT6,ENSG00000106636,cytoplasmic;nucleoplasm,,
YWHAB,ENSG00000166913,cytoplasmic,centrosome,nucleoplasm
YWHAE,ENSG00000108953,cytoplasmic,centrosome;cell_contact,nucleoplasm
YWHAG,ENSG00000170027,centrosome;cytoplasmic,nucleoplasm,cell_contact;membrane
YWHAH,ENSG00000128245,centrosome;cytoplasmic,cell_contact,
YWHAQ,ENSG00000134308,cytoplasmic,centrosome;nucleoplasm,
YWHAZ,ENSG00000164924,centrosome;cytoplasmic;nucleoplasm,,
YY1,ENSG00000100811,nucleoplasm,,chromatin
ZCCHC17,ENSG00000121766,nucleolus_gc;nuclear_punctae,nucleoplasm,
ZCCHC7,ENSG00000147905,nucleolus_gc,,
ZCCHC9,ENSG00000131732,nucleolus_gc,,
ZNF326,ENSG00000162664,nuclear_punctae;nucleolus_gc;nucleoplasm,,
ZNF598,ENSG00000167962,cytoplasmic,,er
ZYX,ENSG00000159840,cell_contact,,
